chain,project,symbol,rewardTokens,pool,stablecoin,ilRisk,exposure,poolMeta,underlyingTokens
Ethereum,nftx,BGAN,0xc3b5284b2c0cfa1871a6ac63b6d6ee43c08bdc79,bf34a6a7-46de-4226-878d-bd9948cf08af,False,no,single,,0xc3b5284b2c0cfa1871a6ac63b6d6ee43c08bdc79
Fantom,curve,AXLUSDC-USDC,,c4b76986-c2ae-4035-b57c-90b5f9605317,True,no,multi,,"0x1B6382DBDEa11d97f24495C9A90b7c88469134a4, 0x04068DA6C83AFCFA0e13ba15A6696662335D5B75"
Avalanche,kyberswap,MAI-USDC,,f6806415-e8bd-4cdd-bcbb-445039322dc6,True,no,multi,0.04%,"0x3b55e45fd6bd7d4724f5c47e0d1bcaedd059263e, 0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e"
Polygon,pickle,WETH-MATIC,None,b84d8e0f-7547-440a-b53c-7e913bd9dc71,False,yes,multi,,None
Avalanche,trader-joe-dex,WAVAX-LVT,,acbd80a1-96fd-4031-9439-4209dc9e17a4,False,yes,multi,,"0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7, 0xff579d6259dedcc80488c9b89d2820bcb5609160"
Metis,beefy,WETH-MUSDC,None,37c6d9b9-f948-48c9-a902-a15f541eecce,False,yes,multi,Hermes,None
Polygon,quickswap-dex,WMATIC-BETS,None,4d948e0e-003b-46a8-a853-924676d80d1e,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x9246a5f10a79a5a939b0c2a75a3ad196aafdb43b"
Ethereum,uniswap-v3,DDX-WETH,None,25301911-03dc-4f1a-b7f2-51f44944b6fa,False,yes,multi,1%,"0x3a880652f47bfaa771908c07dd8673a787daed3a, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,sushiswap,LIL-WETH,,efba1ae4-c3db-450c-bc5f-de54f28d8e45,False,yes,multi,,"0xb603b3fc4b5ad885e26298b7862bb6074dff32a9, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Arbitrum,uniswap-v3,WBTC-WETH,None,2f9ddcb6-1d5c-42f1-afb1-5df054c419f3,False,yes,multi,1%,"0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f, 0x82af49447d8a07e3bd95bd0d56f35241523fbab1"
Optimism,uniswap-v3,WETH-USDT,None,de7312f8-a311-4f33-90cf-a9d533ae7844,False,yes,multi,1%,"0x4200000000000000000000000000000000000006, 0x94b008aa00579c1307b0ef2c499ad98a8ce58e58"
Ethereum,dforce,USX,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,fc75106e-7de6-4bf6-9178-6318829ef7f3,True,no,single,,0x0a5E677a6A24b2F1A2Bf4F3bFfC443231d2fDEc8
Ethereum,uniswap-v3,WETH-FRMX,None,470dba66-de5e-493e-b921-0503d4836007,False,yes,multi,0.3%,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xf6832ea221ebfdc2363729721a146e6745354b14"
Polygon,quickswap-dex,$ANRX-WETH,None,0b4859cf-7b04-4713-aa81-c20eac6a03bb,False,yes,multi,,"0x554f074d9ccda8f483d1812d4874cbebd682644e, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
BSC,wombat-exchange,QWOM,0xAD6742A35fB341A9Cc6ad674738Dd8da98b94Fb1,af798b86-7625-4325-959a-04fcd07c48d4,False,no,single,,0x0fe34b8aaaf3f522a6088e278936d10f934c0b19
Ethereum,curve,PUSD-3CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,db2a54bd-33a5-46f1-878e-5b2f50677157,True,no,multi,,"0x466a756E9A7401B5e2444a3fCB3c2C12FBEa0a54, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
Heco,mdex,WHT-HBTC,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,50d721e9-c3a9-4185-9fe4-e8157220eec3,False,yes,multi,,"0x5545153ccfca01fbd7dd11c0b23ba694d9509a6f, 0x66a79d23e58475d2738179ca52cd0b41d73f0bea"
Arbitrum,beefy,WBTC-ETH,None,c1193eb6-3a6f-4e6e-87b7-e5e89ced0a58,False,yes,multi,Swapfish,None
BSC,biswap,WBNB-GAL,0x965f527d9159dce6288a2219db51fc6eef120dd1,fd136d52-0743-446a-9cf2-de3fec7bc3d4,False,yes,multi,,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xe4Cc45Bb5DBDA06dB6183E8bf016569f40497Aa5"
Ethereum,sushiswap,WALLET-USDT,,a8e68875-e439-492d-a793-64d764237385,False,yes,multi,,"0x88800092ff476844f74dc2fc427974bbee2794ae, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Polygon,dforce,WBTC,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,976f83d7-fbd2-4d63-a30c-0e9da5a35787,False,no,single,,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6
Optimism,uniswap-v3,WETH-USDT,None,b454c283-5bed-4080-99f6-9aa866c24807,False,yes,multi,0.3%,"0x4200000000000000000000000000000000000006, 0x94b008aa00579c1307b0ef2c499ad98a8ce58e58"
Ethereum,uniswap-v3,WETH-✺RUG,None,4908af95-fbc4-4e75-983b-ab9906b0f412,False,yes,multi,"1%, stablePool=false","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xd2d8d78087d0e43bc4804b6f946674b2ee406b80"
BSC,tokensfarm,NUM,0xeceb87cf00dcbf2d4e2880223743ff087a995ad9,d9031ffa-fe00-4ee4-a92e-7e984f384fb7,False,no,single,STAKING,0xeceb87cf00dcbf2d4e2880223743ff087a995ad9
Fantom,tarot,USDC,None,c017cb27-f560-4b8e-9035-140038049b3c,True,no,single,Tomb Cemetery V2 USDC/TOMB,"0x04068DA6C83AFCFA0e13ba15A6696662335D5B75, 0x6c021Ae822BEa943b2E66552bDe1D2696a53fbB7"
BSC,autofarm,CAKE-BUSD,None,f70159f3-ea9e-4585-be78-382c1603335a,False,yes,multi,PancakeSwap,0x804678fa97d91B974ec2af3c843270886528a9E6
Ethereum,uniswap-v3,VXV-WETH,None,5ffcc0f9-c198-45ae-a81b-368e16de08b9,False,yes,multi,1%,"0x7d29a64504629172a429e64183d6673b9dacbfce, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Solana,raydium,CLAY-SOL,None,1ce0e5a0-29aa-4975-9aea-2835b78d7874,False,yes,multi,,None
Avalanche,pangolin,DGNX-WAVAX,None,9b8e229a-4683-4be7-843a-7ebd44ea9fba,False,yes,multi,,"0x51e48670098173025c477d9aa3f0eff7bf9f7812, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
Polygon,uniswap-v3,USDC-BUSD,None,b7da9cea-516a-493e-8e10-694af01716db,True,no,multi,0.01%,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0xdab529f40e671a1d4bf91361c21bf9f0c9712ab7"
Fantom,tarot,ETH,None,464f6820-80bb-41a4-9986-c2a3b77ce71a,False,no,single,Spooky BTC/ETH,"0x321162Cd933E2Be498Cd2267a90534A804051b11, 0x74b23882a30290451A17c44f4F05243b6b58C76d"
Solana,raydium,SCNSOL-USDC,None,cd98e886-1b38-4d44-aaff-6dd7d77beb9e,False,yes,multi,,None
Avalanche,trader-joe-dex,DCAU-WAVAX,,103b30f6-67b9-487f-9486-e15cd872f2fb,False,yes,multi,,"0x100cc3a819dd3e8573fd2e46d1e66ee866068f30, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
Polygon,quickswap-dex,GAMER-WETH,None,ae803ba5-72d9-48b0-a254-43fdc02b6f0a,False,yes,multi,,"0x3f6b3595ecf70735d3f48d69b09c4e4506db3f47, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
Polygon,tangible,USDR,0x49e6A20f1BBdfEeC2a8222E052000BbB14EE6007,a4effa3c-b65b-479d-a79c-50f107ecbe58,True,no,single,,0xb5DFABd7fF7F83BAB83995E72A52B97ABb7bcf63
Heco,mdex,MDX-HLTC,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,d425e30d-1455-406f-a537-689e783f4a1e,False,yes,multi,,"0x25d2e80cb6b86881fd7e07dd263fb79f4abe033c, 0xecb56cf772b5c9a6907fb7d32387da2fcbfb63b4"
Ethereum,yearn-finance,YVCURVE-CVXCRV,None,6f1aafa0-a880-4244-9d00-ba9501807b46,False,yes,multi,,None
Avalanche,beefy,AVAX-USDCE-USDC-WBTCE-BTCB-USDTE-WETHE,None,913d9feb-338e-4d43-9807-4aaf845710b0,False,yes,multi,Gmx,None
Ethereum,uniswap-v3,HDRN-ICSA,None,2cb5ef7d-22e0-420c-9be1-9bbc714f0174,False,yes,multi,1%,"0x3819f64f282bf135d62168c1e513280daf905e06, 0xfc4913214444af5c715cc9f7b52655e788a569ed"
Fantom,acryptos,BTC,None,81b4356a-a1b3-4636-a45b-10b0756fc83c,False,no,single,Geist,None
BSC,alpaca-finance,XVS-BNB,None,1c661761-3401-4239-abe6-fd30615654d5,False,yes,multi,PancakeSwap,None
Avalanche,pangolin,JPYC-USDC,None,f80eacd4-7ceb-4202-ba6e-8da2b0c4ea9e,False,yes,multi,,"0x431d5dff03120afa4bdf332c61a6e1766ef37bdb, 0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e"
BSC,pancakeswap,ETH-SUSHI,,7b3eabf6-5d72-4dba-8ed6-caf3441d2cdc,False,yes,multi,,"0x2170Ed0880ac9A755fd29B2688956BD959F933F8, 0x947950BcC74888a40Ffa2593C5798F11Fc9124C4"
Solana,atrix,USDR-USDC,Efved2EZwUnWGeUayDDzYrRQ5NJSbF5dAKpJ52sXuA4J,c8843f70-7ff5-4e89-873f-b2eb7e183fcf,True,no,multi,,"USDrbBQwQbQ2oWHUPfA8QBHcyVxKUq1xHyXsSLKdUq2, EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"
Avalanche,trader-joe-dex,WAVAX-MORE,,44bfdcdb-20ce-46cd-963a-9b676fbaac71,False,yes,multi,,"0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7, 0xd9d90f882cddd6063959a9d837b05cb748718a05"
Ethereum,sushiswap,IBY-USDT,,5d95f3e0-c261-4f5a-98fc-338f47a4ff9a,False,yes,multi,,"0x6a68de599e8e0b1856e322ce5bd11c5c3c79712b, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Ethereum,dforce,BUSD,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,795e1fb6-f6dd-4abe-9d4a-55c8e5827bf9,True,no,single,,0x4Fabb145d64652a948d72533023f6E7A623C7C53
Osmosis,osmosis,NETA-OSMO,None,ca48cb12-0cb2-4853-a150-56624349f6d1,False,yes,multi,7day,None
Osmosis,osmosis,NETA-OSMO,None,59c3495e-7ba5-44b0-aaa7-be451758b917,False,yes,multi,1day,None
Osmosis,osmosis,NETA-OSMO,None,9b4f3522-4dfc-42b0-a602-63768e378b51,False,yes,multi,14day,None
Ethereum,pickle,SUSHI-WETH,None,fb68a23a-6d57-4a56-9372-a1c8962f6a28,False,yes,multi,,None
BSC,mdex,BETH-ETH,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,3776d522-787a-42b4-abb3-2d6430470820,False,no,multi,,"0x250632378e573c6be1ac2f97fcdf00515d0aa91b, 0x2170ed0880ac9a755fd29b2688956bd959f933f8"
Ethereum,uniswap-v3,XSUSHI-WETH,None,644b9f51-fc37-4e5e-9fa7-da823ea55725,False,yes,multi,1%,"0x8798249c2e607446efb7ad49ec89dd1865ff4272, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Polygon,quickswap-dex,USDC-REMN,None,9891381c-b3e5-4f85-a775-7da5fe0f44fb,False,yes,multi,,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0xb0d11cbf626d6a97a1a4e54000e6daa2214128b5"
Polygon,quickswap-dex,DMT-WETH,None,fb5d7906-31a1-46de-8286-085396c4c6b6,False,yes,multi,,"0x04f177fcacf6fb4d2f95d41d7d3fee8e565ca1d0, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
Avalanche,vector-finance,JOE-USDC,None,d8792732-f24b-4437-ba0f-6e1607fbfecf,False,yes,multi,,None
Ethereum,sushiswap,DAI-WSTETH,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,f62606f1-3908-48fc-853c-3d7354e46788,False,yes,multi,,"0x6b175474e89094c44da98b954eedeac495271d0f, 0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0"
Fantom,beefy,USDC,None,eb05e2ea-3838-466d-8ea8-ce309dc7dfb8,True,no,single,Geist,None
Ethereum,curve,BEAN-LUSD,,9db42ada-a396-49d0-a190-18285e74fb9b,True,no,multi,,"0xDC59ac4FeFa32293A95889Dc396682858d52e5Db, 0x5f98805A4E8be255a32880FDeC7F6728C6568bA0"
Ethereum,uniswap-v3,KON-WETH,None,b876206f-7961-4577-bb32-4f371b4d052b,False,yes,multi,"1%, stablePool=false","0x5a520e593f89c908cd2bc27d928bc75913c55c42, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Avalanche,pangolin,TRYB-WAVAX,None,5cebccb4-d723-42c2-bbcf-b714a05eae35,False,yes,multi,,"0x564a341df6c126f90cf3ecb92120fd7190acb401, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
Polygon,quickswap-dex,WMATIC-SOL,None,c38e75d2-cc66-4d46-818e-32831e720ccd,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x7dff46370e9ea5f0bad3c4e29711ad50062ea7a4"
Polygon,uniswap-v3,VALUES-DAI,None,24245f5b-89dd-42e0-98c9-5eb505a9e32a,False,yes,multi,"0.3%, stablePool=false","0x5bf624b420f3adc7dec720998b7fb2a6edc8484c, 0x8f3cf7ad23cd3cadbd9735aff958023239c6a063"
Fantom,beefy,FRAX-USDC,None,4e8dbecf-5715-49a3-a2dc-fdb190efb43c,True,no,multi,Spiritswap,None
Moonriver,zircon-gamma,USDC,0x4545E94974AdACb82FC56BCf136B07943e152055,19d61271-0dfd-49ac-9a34-bac2d841046e,True,no,single,Stable ETH-USDC,"0x639A647fbe20b6c8ac19E48E2de44ea792c62c5C, 0xE3F5a90F9cb311505cd691a46596599aA1A0AD7D"
Moonriver,zircon-gamma,ETH,0x4545E94974AdACb82FC56BCf136B07943e152055,1fc74512-1fdc-4b08-b109-29d4e00f31a2,False,no,single,Float ETH-USDC,"0x639A647fbe20b6c8ac19E48E2de44ea792c62c5C, 0xE3F5a90F9cb311505cd691a46596599aA1A0AD7D"
Ethereum,uniswap-v3,USDC-RPL,None,b80c862d-dc15-45bc-a036-1e20310f9da4,False,yes,multi,1%,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xd33526068d116ce69f19a9ee46f0bd304f21a51f"
Ethereum,yearn-finance,YVCURVE-EURSUSDC,None,a004e8d9-e66a-4561-b919-231e3c48c792,False,yes,multi,,None
Ethereum,uniswap-v3,XYO-USDT,None,7f01f321-6f15-49e4-bba3-cc260dfb4372,False,yes,multi,0.3%,"0x55296f69f40ea6d20e478533c15a6b08b654e758, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Polygon,meshswap,USDC-OMOOI,0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a,262694fe-3404-4110-a11d-ed966330516a,False,yes,multi,,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x746351ab4b9d4f802b7b770f33184d0a6b17363d"
Avalanche,trader-joe-dex,BRO-WAVAX,,76aff118-d755-4e16-86e9-26ffefa40604,False,yes,multi,,"0x65031e28cb0e8cc21ae411f9dd22c9b1bd260ce4, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
Polygon,uniswap-v3,WMATIC-BAL,None,10400549-c68d-468b-a565-f0f94df75e65,False,yes,multi,1%,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3"
Metis,beefy,MUSDC-METIS,None,084c186a-ea91-4c84-98a4-0ffaa89a6e68,False,yes,multi,Tethys,None
BSC,autofarm,USDT-ADA,None,83b921bf-592f-4c4d-a416-b85859c0b9c2,False,yes,multi,MDEX,0x17632dCDA12c522Ec2bC8a08c6419aB16F249d35
Polygon,uniswap-v3,$ZKP-USDT,None,cffe8aa8-1bce-4fe2-9adf-68e494d0781c,False,yes,multi,0.3%,"0x9a06db14d639796b25a6cec6a1bf614fd98815ec, 0xc2132d05d31c914a87c6611c10748aeb04b58e8f"
Polygon,meshswap,OUSDC-ODAI,0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a,e74292d0-11f5-428f-a077-b17553fbc50a,True,no,multi,,"0x5bef2617ecca9a39924c09017c5f1e25efbb3ba8, 0x8ece0a50a025a7e13398212a5bed2ded11959949"
Polygon,uniswap-v3,USDC-SWAP,None,6884645b-80b4-4d9a-a245-cb712f58b69a,False,yes,multi,1%,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x3809dcdd5dde24b37abe64a5a339784c3323c44f"
Oasis,autofarm,USDT-YUZU,None,fa9b793e-ab62-4acf-8fab-c801a3a7833d,False,yes,multi,YUZU,0xD2076c230FE52572344Dd7394fb50d8280c390D1
Optimism,velodrome,SUSD-DAI,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,a12a5f79-0099-42c1-a0d8-7c64790a845b,True,no,multi,,"0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9, 0xda10009cbd5d07dd0cecc66161fc93d7c9000da1"
Ethereum,uniswap-v3,IZI-WETH,None,9ce5c92d-b95b-4e62-be79-8686ebc2a578,False,yes,multi,0.3%,"0x9ad37205d608b8b219e6a2573f922094cec5c200, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Avalanche,sushiswap,SIFU-USDT.E,None,53e24b0e-6c96-4f96-a473-c8a717639e57,False,yes,multi,,"0x237917e8a998b37759c8ee2faa529d60c66c2927, 0xc7198437980c041c805a1edcba50c1ce5db95118"
BSC,beefy,FTM-USDT,None,23cf9822-644f-4061-a964-ecfbe17a09ce,False,yes,multi,Babyswap,None
Polygon,quickswap-dex,WMATIC-SAVG,None,6d8365fc-fc08-41b8-aebb-0566c33dd49e,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x981aecc6eb4d382b96a02b75e931900705e95a31"
Avalanche,acryptos,SAVAX,None,98a80578-7829-4f6e-b831-39863c391266,False,no,single,Benqi,None
Cronos,autofarm,WCRO-USDC,None,aa3d7bd8-c27b-4cc6-a0d5-9ae13699ca6a,False,yes,multi,VVS,0xe61Db569E231B3f5530168Aa2C9D50246525b6d6
Ethereum,uniswap-v3,STC-WETH,None,f933d317-11b9-4887-bafe-560de7ce3503,False,yes,multi,1%,"0x15b543e986b8c34074dfc9901136d9355a537e7e, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
BSC,autofarm,IBBTCB,None,3edd933a-3a63-4539-b046-a7c83e67823f,False,no,single,Alpaca,0x08FC9Ba2cAc74742177e0afC3dC8Aed6961c24e7
Polygon,uniswap-v3,WBTC-XWBTC,None,49b639a6-4c03-4045-b622-1f027a064dd2,False,no,multi,"0.05%, stablePool=false","0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6, 0x9e52c65a22b188f5d499c14630fdd07c404b6900"
Polygon,pickle,USDC,None,c224ad7d-f2d7-4fd8-816c-1ebb64281d48,True,no,single,,None
Polygon,quickswap-dex,PRANA-USDC,None,f5806bcf-c687-4531-b69f-1f008d5ba39e,False,yes,multi,,"0x0ec78ce668a2843e675f75e887f9ee3ef031c106, 0x2791bca1f2de4661ed88a30c99a7a9449aa84174"
BSC,alpaca-finance,VAI-BUSD,None,e41903bd-f682-45d6-8ce5-a35acd0c5323,True,no,multi,PancakeSwap,None
Ontology,wing-finance,FLM,0xDb0f18081b505A7DE20B18ac41856BCB4Ba86A1a,9e7dcbe2-425b-4761-bd9c-f27398fb5c53,False,no,single,,None
BSC,zunami-protocol,USDT-BUSD,None,9b884a6a-c48e-44c2-9749-b725610ab4e1,True,no,multi,,None
Ethereum,uniswap-v3,0XBTC-WETH,None,2200eecb-aea4-4ced-910f-0a7ec5181352,False,yes,multi,1%,"0xb6ed7644c69416d67b522e20bc294a9a9b405b31, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v3,XEN-WETH,None,0b902d53-157a-4009-b7f2-9bc6a47ec52b,False,yes,multi,1%,"0x06450dee7fd2fb8e39061434babcfc05599a6fb8, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Arbitrum,swapr,WETH-SWPR,0x6cacdb97e3fc8136805a9e7c342d866ab77d0957,238cbe58-23b5-45d9-ab7f-30313f49250a,False,yes,multi,,None
Ethereum,sushiswap,LLTH-WETH,,ceeabee1-df23-4d67-be25-10c7859fe637,False,yes,multi,,"0x8ab893e33b2cfff425ff9c67b958036c938a2649, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Fantom,beethoven-x,USDC-CRV-WFTM-LINK,0xf24bcf4d1e507740041c9cfd2dddb29585adce1e,d9ffdd60-8315-429f-aa33-8b141dacea67,False,yes,multi,,None
Fantom,beethoven-x,USDC-WFTM-SOL,0xf24bcf4d1e507740041c9cfd2dddb29585adce1e,9a63880a-c78c-4ebe-abb3-554aea669c49,False,yes,multi,,None
Avalanche,trader-joe-dex,WAVAX-TUS,,4b3f2a0a-4b86-45b8-8dbd-76dc81020369,False,yes,multi,,"0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7, 0xf693248f96fe03422fea95ac0afbbbc4a8fdd172"
Ethereum,uniswap-v3,GTON-USDC,None,8f349e24-66fa-4a7d-92f3-d1b2e28ad002,False,yes,multi,0.3%,"0x01e0e2e61f554ecaaec0cc933e739ad90f24a86d, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Arbitrum,uniswap-v3,DAI-USDT,None,4b05e3b8-1661-4e01-bc45-4397952f8d5e,True,no,multi,0.3%,"0xda10009cbd5d07dd0cecc66161fc93d7c9000da1, 0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9"
Optimism,uniswap-v3,WETH-AELIN,None,19a51e22-0ee9-48fc-ba41-703550eaf5d9,False,yes,multi,1%,"0x4200000000000000000000000000000000000006, 0x61baadcf22d2565b0f471b291c475db5555e0b76"
Avalanche,o3-swap,USDC,0xee9801669c6138e84bd50deb500827b776777d28,6519a4b3-1208-4b74-bd11-29df82189045,True,no,single,,"0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e, 0x27ab099efb251d5e9377b747c01140045c8f8fcf"
BSC,beefy,NEAR-USDT,None,e07a3f49-d1e5-4c9d-ba01-cd39c86c63a2,False,yes,multi,Babyswap,None
Solana,solend,PAI,,7babf0d3-5e37-4022-9d12-e11ec562272c,True,no,single,Stable Pool,Ea5SjE2Y6yvCeW5dYTn7PYMuW5ikXkvbGdcmSnXeaLjS
Polygon,meshswap,WMATIC-OGHUB,0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a,aa49e335-e515-4428-83b0-a58b5788bb9c,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xbdccf75601e8b11e1b11a99f9f846a036532b898"
Ethereum,uniswap-v3,FORT-USDC,None,36a9e74b-a1b1-43bf-93e6-bfc9af0968ae,False,yes,multi,1%,"0x41545f8b9472d758bb669ed8eaeeecd7a9c4ec29, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Polygon,quickswap-dex,SCA-WETH,None,ae1bd9e5-b8e1-4f42-83b4-7af931c2a343,False,yes,multi,,"0x11a819beb0aa3327e39f52f90d65cc9bca499f33, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
Polygon,quickswap-dex,WETH-ATK,None,66682de1-4660-41c6-8466-afe948a770a2,False,yes,multi,,"0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0xf868939ee81f04f463010bc52eab91c0839ef08c"
Polygon,balancer,WETH-BANK,,fa8dd1e3-9270-4290-9f1e-ab0f8563c253,False,yes,multi,,"0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0xdb7cb471dd0b49b29cab4a1c14d070f27216a0ab"
Ethereum,sushiswap,DPI-WETH,,583850fd-91a9-4b5a-b090-99e950410b65,False,yes,multi,,"0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,sushiswap,MTA-WETH,,86de1650-c54e-4259-b717-e088cc155c4c,False,yes,multi,,"0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
BSC,autofarm,USDT-DAI,None,83bc753b-64ce-455d-8b6b-7b9188a9a369,True,no,multi,MDEX,0x59B76b5D39370ba2Aa7e723c639861266e85BFEc
Optimism,velodrome,USDC-USDT,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,01af4024-2f83-4c00-8ba6-69f449efc908,True,no,multi,,"0x7f5c764cbc14f9669b88837ca1490cca17c31607, 0x94b008aa00579c1307b0ef2c499ad98a8ce58e58"
Solana,francium,ORCA-USDC,None,63e64413-ab6e-4ea6-8bfc-f4d68fa1c063,False,yes,multi,Leveraged Yield Farming on Orca,None
Arbitrum,sushiswap,AGS-WETH,,8f17dba4-846c-468c-8754-22c18039cf31,False,yes,multi,,"0x1c7f32699ff9163f928089c0a4d6ee5ad5885c6f, 0x82af49447d8a07e3bd95bd0d56f35241523fbab1"
Optimism,arrakis-finance,WETH-AELIN,None,4d878478-8f8b-49dd-86bc-172c4c5fe290,False,yes,multi,,"0x4200000000000000000000000000000000000006, 0x61baadcf22d2565b0f471b291c475db5555e0b76"
Optimism,pickle,USDC,None,9ff98b6a-6a0d-4e42-be0f-24819f1e80f5,True,no,single,,None
Polygon,quickswap-dex,ROND-USDT,None,2ed591f6-6025-4d69-b3f6-c7f8f53cb084,False,yes,multi,,"0x204820b6e6feae805e376d2c6837446186e57981, 0xc2132d05d31c914a87c6611c10748aeb04b58e8f"
Dogechain,yodeswap,USDC-WBTC,0x6FC4563460d5f45932C473334d5c1C5B4aEA0E01,1e3c33fc-1866-495e-9006-60e94318f96b,False,yes,multi,,"0x765277EebeCA2e31912C9946eAe1021199B39C61, 0xfA9343C3897324496A05fC75abeD6bAC29f8A40f"
Avalanche,trader-joe-dex,WAVAX-TIME,,41293cc1-cce9-4bed-8ae4-a29a252757c5,False,yes,multi,,"0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7, 0xb54f16fb19478766a268f172c9480f8da1a7c9c3"
Ethereum,uniswap-v3,SHOP-WETH,None,9765098d-199a-420d-b6e4-e97e29951d87,False,yes,multi,1%,"0x64b78325d7495d6d4be92f234fa3f3b8d8964b8b, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Arbitrum,beefy,GMX-USDC,None,458e62b2-ed3e-4ee1-be01-7282caac5d8e,False,yes,multi,Swapfish,None
Solana,raydium,Y00TS-SOL,None,81685331-f415-42ff-b35f-dd6415496675,False,yes,multi,,None
Ethereum,uniswap-v3,ARTH-WETH,None,840e0cb3-5989-4b94-831a-ef28a8ef2cee,False,yes,multi,1%,"0x8cc0f052fff7ead7f2edcccac895502e884a8a71, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Polygon,tetu-earn,WMATIC,0x255707B70BF90aa112006E1b07B9AeA6De021424,3c9ceb03-5c15-4d11-9e57-267743898e89,False,no,single,,None
